IDnum;Date;StartTime;Duration;Destination;Attack_name;insider?;manual?;console?;success?;aDump?;oDump;iDump;BSM?;SysLogs;FSListing;Stealthy;New?;Category;OS
43.191217;3/31/1999;19:23:51;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:56;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:02;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:07;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:12;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:17;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:22;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:27;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:32;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:37;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:42;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:47;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:52;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:24:58;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:03;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:08;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:13;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:18;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:23;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:28;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:33;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:39;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:44;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:49;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:54;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:25:59;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:04;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:09;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:14;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:19;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:24;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:29;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:34;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:39;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:45;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:50;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:26:55;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:00;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:05;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:10;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:15;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:20;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:25;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:30;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:35;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:40;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:45;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:51;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:27:56;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:01;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:06;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:11;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:16;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:21;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:26;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:31;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:36;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:41;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:46;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:51;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:28:57;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:29:02;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:29:07;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:29:12;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
44.080000;4/1/1999;08:00:03;0:00:58;206.048.044.018;ntis;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llPROBE;llNT
44.080000;4/1/1999;08:01:01;0:15:03;172.016.112.100;ntis;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:07:11;0:00:01;172.016.112.001;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:07:21;0:00:01;172.016.112.002;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:07:31;0:00:01;172.016.112.003;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;llALL
44.080757;4/1/1999;08:07:41;0:00:01;172.016.112.004;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:07:51;0:00:01;172.016.112.005;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:07:51;0:00:01;194.027.251.021;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;llALL
44.080757;4/1/1999;08:08:02;0:00:01;172.016.112.006;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:08:12;0:00:01;172.016.112.007;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:08:22;0:00:01;172.016.112.008;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;・ｽllALLR
44.080757;4/1/1999;08:08:32;0:00:01;172.016.112.009;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:08:42;0:00:01;172.016.112.010;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;
44.080757;4/1/1999;08:08:42;0:00:01;194.027.251.021;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llPROBE;llALL
44.082615;4/1/1999;08:26:20;0:15:01;172.016.114.050;teardrop;in;auto;rem;succ;aDmp;not;iDmp;not;SysLg;not;Clr;Old;llDOS;
44.083000;4/1/1999;08:35:11;0:00:05;172.016.112.100;netbus;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L;
44.083000;4/1/1999;08:35:11;0:00:03;135.008.060.182;netbus;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L;
44.083000;4/1/1999;08:39:39;0:01:36;172.016.112.100;netbus;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L;
44.083000;4/1/1999;08:41:46;0:00:01;192.168.001.010;;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L;
44.091807;4/1/1999;09:38:15;0:10:30;172.016.114.050;sshtrojan;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Stlth;New;llDATA-llR2L- ;llNT
44.110000;4/1/1999;11:00:07;0:16:33;172.016.112.100;dosnuke;in;auto;rem;succ;aDmp;not;iDmp;not;SysLg;not;Clr;New;llDOS ;llNT
44.114500;4/1/1999;11:45:14;0:01:28;172.016.114.050;ncftp;in;auto;rem;succ;aDmp;not;iDmp;not;not;FSLst;Stlth;New;llR2L;ullLINUX
44.114500;4/1/1999;11:45:35;0:00:47;172.016.118.040;ncftp;in;auto;rem;succ;aDmp;not;iDmp;not;not;FSLst;Stlth;New;llR2L;
44.120500;4/1/1999;12:12:38;0:00:05;172.016.112.100;ppmacro;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;FSLst;Clr;New;llDATA-llR2L- ;llNT
44.120500;4/1/1999;12:12:38;0:00:03;194.027.251.021;ppmacro;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;FSLst;Clr;New;llDATA-llR2L- ;lR2L- llNT
44.120500;4/1/1999;12:24:45;0:00:01;172.016.112.100;ppmacro;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;FSLst;Clr;New;llDATA-llR2L- ;lR2L- llNT
44.120500;4/1/1999;12:24:59;0:01:24;172.016.112.100;ppmacro;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;FSLst;Clr;New;llDATA-llR2L- ;lR2L- llNT
44.124700;4/1/1999;12:56:47;0:00:04;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;VllSOLARISU
44.124700;4/1/1999;12:56:52;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
44.124700;4/1/1999;12:56:58;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
44.124700;4/1/1999;12:57:04;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;}llSOLARISU
44.124700;4/1/1999;12:57:10;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
44.124700;4/1/1999;12:57:16;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;}llSOLARISU
44.124700;4/1/1999;12:57:22;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
44.124700;4/1/1999;12:57:28;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;・ｽll
44.124700;4/1/1999;12:57:34;0:01:55;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;ｽ・ｽllSOLARISXI
44.130700;4/1/1999;13:08:19;0:00:01;172.016.114.168;xlock;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;}llLINUXR
44.130700;4/1/1999;13:08:30;0:00:14;172.016.114.168;xlock;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
44.131529;4/1/1999;13:15:16;0:02:11;172.016.112.194;guesspop;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llR2L;
44.161242;4/1/1999;16:12:15;0:00:01;172.016.114.050;phf;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
44.164944;4/1/1999;16:49:15;0:00:26;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;ｽzllSOLARIS
44.164944;4/1/1999;16:49:42;0:00:50;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:50:33;0:00:47;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:51:21;0:00:50;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS; :{llSOLARIS
44.164944;4/1/1999;16:52:12;0:00:50;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:53:03;0:00:45;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:53:49;0:00:39;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:54:29;0:00:46;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:55:16;0:00:45;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:56:02;0:00:42;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:56:45;0:00:42;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.164944;4/1/1999;16:57:28;0:00:08;172.016.112.050;sshprocesstable; in;auto;rem;succ;aDmp;not;iDmp;BSM;SysLg;not;Clr;New;llDOS;
44.183234;4/1/1999;18:32:17;0:10:07;172.016.114.050;mailbomb;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llDOS;
44.201454;4/1/1999;20:14:17;0:01:08;172.016.112.194;sqlattack;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;FSLst;Clr;Old;llDATA-llU2R-; llLINUX
45.084547;4/2/1999;08:45:18;0:00:02;172.016.112.050;smurf;in;auto;rem;succ;aDmp;not;iDmp;not;not;not;Clr;Old;llDOS ;
45.090000;4/2/1999;09:00:10;0:00:18;172.016.114.050;arppoison;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;New;llDOS  ;nllLINUX
45.090000;4/2/1999;09:02:09;0:10:52;172.016.114.050;arppoison;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;New;llDOS ;llLINUX
45.095541;4/2/1999;09:55:15;0:10:29;172.016.114.050;sshtrojan;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L ;
45.100334;4/2/1999;10:03:10;0:00:01;172.016.112.001;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.100334;4/2/1999;10:04:50;0:00:01;172.016.112.002;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.100334;4/2/1999;10:06:30;0:00:01;172.016.112.003;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.100334;4/2/1999;10:08:10;0:00:01;172.016.112.004;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;・ｽllALLX
45.100334;4/2/1999;10:09:50;0:00:01;172.016.112.005;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;・ｽllALLX
45.100334;4/2/1999;10:09:50;0:00:01;194.007.248.153;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.100334;4/2/1999;10:11:30;0:00:01;172.016.112.006;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;hllALL
45.100334;4/2/1999;10:13:10;0:00:01;172.016.112.007;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;mllALL
45.100334;4/2/1999;10:14:50;0:00:01;172.016.112.008;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;ellALL
45.100334;4/2/1999;10:16:30;0:00:01;172.016.112.009;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;pllALL
45.100334;4/2/1999;10:18:10;0:00:01;172.016.112.010;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;rllALL
45.100334;4/2/1999;10:18:10;0:00:01;194.007.248.153;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;lllALL
45.103937;4/2/1999;10:42:04;0:00:18;172.016.114.050;xlock;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
45.103937;4/2/1999;10:43:04;0:00:19;172.016.114.050;xlock;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
45.105138;4/2/1999;10:53:24;0:03:35;172.016.112.020;named;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llR2L;
45.105138;4/2/1999;10:53:24;0:03:35;172.016.113.105;named;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llR2L;
45.105138;4/2/1999;10:53:24;0:03:35;194.007.248.153;named;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llR2L;
45.111010;4/2/1999;11:10:15;0:00:01;172.016.113.050;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;QllSUNOS
45.111010;4/2/1999;11:10:15;0:00:01;208.240.124.083;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;QllSUNOS
45.111010;4/2/1999;11:11:15;0:00:07;172.016.113.050;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;RllSUNOS
45.111010;4/2/1999;11:12:27;0:00:01;172.016.113.050;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;RllSUNOS
45.111010;4/2/1999;11:12:27;0:00:01;208.240.124.083;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;RllSUNOS
45.111010;4/2/1999;11:13:27;0:00:07;172.016.113.050;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;RllSUNOS
45.111010;4/2/1999;11:14:39;0:00:01;172.016.113.050;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;SllSUNOS
45.111010;4/2/1999;11:14:45;0:00:01;172.016.113.050;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;SllSUNOS
45.114500;4/2/1999;11:45:13;0:01:29;172.016.114.050;ncftp;in;auto;rem;succ;aDmp;not;iDmp;not;not;FSLst;Stlth;New;llR2L;
45.114500;4/2/1999;11:45:35;0:00:47;172.016.118.070;ncftp;in;auto;rem;succ;aDmp;not;iDmp;not;not;FSLst;Stlth;New;llR2L ;onllLINUX
45.114900;4/2/1999;11:51:00;0:00:05;172.016.112.100;netbus;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L;
45.114900;4/2/1999;11:51:00;0:00:02;209.001.012.046;netbus;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L ;llNT
45.114900;4/2/1999;11:54:02;0:01:11;172.016.112.100;netbus;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llR2L;
45.123234;4/2/1999;12:32:17;0:12:59;172.016.113.050;mailbomb;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llDOS;
45.123234;4/2/1999;12:38:25;0:00:01;202.072.001.077;mailbomb;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llDOS;
45.130542;4/2/1999;13:49:30;0:00:58;172.016.112.020;named;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L n.;
45.130542;4/2/1999;13:49:30;0:00:58;195.073.151.050;named;out;man;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L th;ollLINUX
45.140000;4/2/1999;14:00:15;0:00:01;172.016.114.001;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.140000;4/2/1999;14:02:25;0:00:01;172.016.114.003;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.140000;4/2/1999;14:04:34;0:00:01;172.016.114.005;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.140000;4/2/1999;14:06:44;0:00:01;172.016.114.004;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.140000;4/2/1999;14:08:53;0:00:01;172.016.114.050;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.140000;4/2/1999;14:08:53;0:00:01;204.233.047.021;ipsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;
45.162148;4/2/1999;16:21:16;0:05:41;172.016.113.050;loadmodule;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;FSLst;Clr;Old;llU2R;
